tree_id,dist,region,tree_type,diameter,tree_height,matched,dist_to_health,health_樹木狀況,health_健檢扣分,health_健檢關鍵因子,health_風險結果,health_樹冠頂梢枯死率,health_樹冠缺失率,lng,lat,is_protected,prot_id,prot_name,prot_sci,prot_diam_m,prot_circ_m,prot_loc,prot_mgr
JS0750031138,中山區,松江路,茄苳,19.0,10.9,True,0.0059600858405375,P,-24.0,種植範圍土壤面積不足,D級,0.0,8.0,121.5327883673198,25.04766394482161,False,,,,,,,
JS0750031139,中山區,松江路,茄苳,23.0,8.9,True,0.0064697133207656,P,-30.0,種植範圍土壤面積不足,D級,0.0,13.0,121.5327822389582,25.04748421787196,False,,,,,,,
JS0750031140,中山區,松江路,茄苳,21.0,12.3,True,0.006810314654337,P,-25.0,種植範圍土壤面積不足,D級,0.0,8.0,121.53277883319572,25.047384108757537,False,,,,,,,
JS0750031141,中山區,松江路,茄苳,15.0,6.0,True,0.002059508676608,P,-25.0,種植範圍土壤面積不足,D級,0.0,13.0,121.53277068194618,25.046828008672943,False,,,,,,,
JS0750031142,中山區,松江路,茄苳,18.0,7.3,True,0.0047418042985692,P,-22.0,種植範圍土壤面積不足,D級,0.0,13.0,121.53277737369868,25.0467253354759,False,,,,,,,
JS0750031143,中山區,松江路,茄苳,10.0,7.0,True,0.0087693671058551,P,,,,0.0,8.0,121.5327691584443,25.046521330467453,False,,,,,,,
JS0750031144,中山區,松江路,茄苳,18.0,8.9,True,0.0041652834390038,P,-23.0,種植範圍土壤面積不足,D級,0.0,8.0,121.53276707149564,25.04640532719928,False,,,,,,,
JS0750031145,中山區,松江路,茄苳,19.0,9.4,True,0.0012141249811862,P,-25.0,種植範圍土壤面積不足,D級,0.0,18.0,121.53276300056052,25.046311810949227,False,,,,,,,
JS0750031146,中山區,松江路,茄苳,6.0,6.7,True,0.0041334557886683,P,-29.0,種植範圍土壤面積不足,D級,0.0,3.0,121.53297302080118,25.058532532148643,False,,,,,,,
JS0750031147,中山區,松江路,茄苳,6.0,5.9,True,0.0017250870631453,P,-26.0,種植範圍土壤面積不足,D級,0.0,3.0,121.5329549131197,25.057256209986654,False,,,,,,,
JS0750031148,中山區,松江路,茄苳,6.0,7.9,True,0.0030255088885148,P,-25.0,種植範圍土壤面積不足,D級,0.0,8.0,121.53293900360153,25.056556772883457,False,,,,,,,
JS0750031149,中山區,松江路,茄苳,6.0,4.8,True,0.0041308396691412,P,-29.0,種植範圍土壤面積不足,D級,0.0,3.0,121.53293160860252,25.05594686353936,False,,,,,,,
JS0750031150,中山區,松江路,茄苳,4.0,3.0,True,0.007902607953512,,,,,0.0,0.0,121.532850083029,25.05251829709038,False,,,,,,,
JS0750031152,中山區,松江路,茄苳,4.0,6.3,True,0.0052368667413065,P,-26.0,種植範圍土壤面積不足,D級,0.0,13.0,121.53279335022256,25.04831241338082,False,,,,,,,
JS0750031153,中山區,松江路,茄苳,4.0,5.1,True,0.0077983350695231,P,-24.0,種植範圍土壤面積不足,D級,0.0,8.0,121.53279397097054,25.048226734751925,False,,,,,,,
JS0750031154,中山區,松江路,茄苳,4.0,4.5,True,0.0047208955036632,P,-23.0,種植範圍土壤面積不足,D級,0.0,23.0,121.53278836069272,25.04789172311501,False,,,,,,,
JS0750031155,中山區,松江路,茄苳,4.0,6.3,True,0.0050509081603515,P,-23.0,種植範圍土壤面積不足,D級,0.0,3.0,121.53277541768658,25.047281742658303,False,,,,,,,
JS0750031156,中山區,松江路,茄苳,4.0,7.4,True,0.0058557342725735,P,-26.0,種植範圍土壤面積不足,D級,0.0,8.0,121.5327729421377,25.046984095959484,False,,,,,,,
JS0750031157,中山區,松江路,茄苳,4.0,5.3,True,0.002708150377112,P,-26.0,種植範圍土壤面積不足,D級,0.0,13.0,121.53276841584425,25.04689988026597,False,,,,,,,
JS0750031158,中山區,松江路,茄苳,4.0,7.5,True,0.005531432392175,P,-29.0,種植範圍土壤面積不足,D級,0.0,3.0,121.53276084651364,25.04620321093927,False,,,,,,,
JS0750080001,中山區,松江路90巷6弄,山櫻花,1.53,4.6,True,0.0023104079314439,P,-16.0,"種植範圍土壤面積不足
樹木可能受到車輛撞擊",D級,0.0,0.0,121.5321071772927,25.050086902682224,False,,,,,,,
JS0750080002,中山區,松江路90巷6弄,水黃皮,3.95,9.5,True,0.0068765728681948,P,,,,0.0,0.0,121.53210495213776,25.05000764419469,False,,,,,,,
JS0750080003,中山區,松江路90巷6弄,水黃皮,1.8,4.9,True,0.002622251934422,P,-16.0,"種植範圍土壤面積不足
樹木可能受到車輛撞擊",D級,0.0,0.0,121.53210317730344,25.04991791153127,False,,,,,,,
JS0760010001,中山區,明水路397巷19弄,蘭嶼烏心石,1.38,4.0,True,0.0040351851176739,P,-17.0,,D級,0.0,23.0,121.54919307339378,25.078699927202067,False,,,,,,,
JS0760010002,中山區,明水路,大花紫薇,1.47,4.7,True,0.0023160123235402,P,-16.0,,D級,0.0,18.0,121.54397201010671,25.077458481226213,False,,,,,,,
JS0760010003,中山區,明水路,大花紫薇,1.18,4.1,True,0.0029266495050903,P,-24.0,,D級,0.0,53.0,121.54379520350268,25.077467073771626,False,,,,,,,
JS0760010004,中山區,明水路,茄苳,1.93,4.9,True,0.0057367929144459,P,-17.0,,D級,0.0,8.0,121.54249494824184,25.07753647257748,False,,,,,,,
JS0760010005,中山區,明水路,印度橡膠樹,7.23,7.1,True,0.0011042246904956,P,,,,0.0,68.0,121.54238920681088,25.07754290780398,False,,,,,,,
JS0760010006,中山區,明水路,茄苳,1.02,4.3,True,0.0096744744027621,P,-18.0,,D級,0.0,73.0,121.54195453209611,25.077565982303906,False,,,,,,,
JS0760010007,中山區,明水路,茄苳,1.22,3.3,True,0.0034048005205319,P,-15.0,,D級,0.0,28.0,121.5418957662972,25.07756989835938,False,,,,,,,
JS0760010008,中山區,明水路,印度橡膠樹,6.33,11.1,True,0.0036604127471495,P,,,,0.0,18.0,121.5417294695433,25.07757908203804,False,,,,,,,
JS0760010009,中山區,明水路,茄苳,2.13,2.8,True,0.0027482886239117,P,-27.0,種植範圍土壤面積不足,D級,0.0,13.0,121.55225149952436,25.07834587519239,False,,,,,,,
JS0760010010,中山區,明水路,白千層,11.0,6.3,True,0.0043587916701483,P,-30.0,,D級,0.0,43.0,121.54415746818955,25.07756821417119,False,,,,,,,
JS0760010012,中山區,明水路,白千層,20.0,8.0,True,0.0038938083827899,P,,,,0.0,48.0,121.54390467441524,25.07758683568262,False,,,,,,,
JS0760010016,中山區,明水路,楊桃,6.0,2.5,True,0.0038310057764538,P,-21.0,,D級,0.0,38.0,121.54354241724944,25.077599628329537,False,,,,,,,
JS0760010018,中山區,明水路,白千層,48.0,14.0,True,0.0035576989404051,P,-27.0,,D級,0.0,48.0,121.5436558069502,25.077596685197634,False,,,,,,,
JS0760010019,中山區,明水路,白千層,7.0,2.7,True,0.0029403913322151,P,-20.0,,D級,0.0,28.0,121.5432321278478,25.07761800783815,False,,,,,,,
JS0760010020,中山區,明水路,白千層,58.0,15.3,True,0.0052191714144395,P,,,,0.0,43.0,121.5431573290484,25.077627761009644,False,,,,,,,
JS0760010021,中山區,明水路,白千層,7.73,10.5,True,0.0014059315988476,P,,,,3.0,73.0,121.54276850410652,25.077640287870828,False,,,,,,,
JS0760010022,中山區,明水路,白千層,6.85,10.7,True,0.0073746407945589,P,,,,0.0,38.0,121.54261062913174,25.077648538936923,False,,,,,,,
JS0760010023,中山區,明水路,茄苳,1.45,3.7,True,0.0089095479417324,P,-19.0,,D級,0.0,8.0,121.54136446192766,25.077597657348218,False,,,,,,,
JS0760010024,中山區,明水路,茄苳,1.7,5.1,True,0.0073009826412505,P,-19.0,,D級,0.0,23.0,121.5412351337775,25.07760544170611,False,,,,,,,
JS0760010025,中山區,明水路,茄苳,1.98,7.1,True,0.0082395602677728,P,-13.0,,D級,0.0,3.0,121.54111273098508,25.07761013117414,False,,,,,,,
JS0760010026,中山區,明水路,榕樹,6.0,9.0,True,0.004855118487015,P,-29.0,,D級,0.0,18.0,121.5409958657872,25.0776117308276,False,,,,,,,
JS0760010027,中山區,明水路,茄苳,2.73,3.2,True,0.0063512214489061,P,-25.0,,D級,0.0,13.0,121.54074157650538,25.077628546803624,False,,,,,,,
JS0760010028,中山區,明水路,茄苳,1.27,3.5,True,0.0057966356765884,P,-19.0,,D級,0.0,33.0,121.54065119039925,25.077632848403866,False,,,,,,,
JS0760010029,中山區,明水路,茄苳,0.83,2.6,True,0.0071821613952868,P,-24.0,整體樹型完全崩壞,D級,0.0,53.0,121.54011790879424,25.077661964343676,False,,,,,,,
JS0760010030,中山區,明水路,茄苳,2.0,4.6,True,0.0026620905890396,P,-20.0,,D級,0.0,13.0,121.53997421026564,25.077670522140163,False,,,,,,,
JS0760010031,中山區,明水路,茄苳,1.8,4.4,True,0.0072386028999022,P,-23.0,,D級,13.0,28.0,121.5399032359111,25.077670870610856,False,,,,,,,
JS0760010032,中山區,明水路,茄苳,2.93,5.8,True,0.0069714251890717,P,-20.0,,D級,0.0,13.0,121.53982713982116,25.07767873094043,False,,,,,,,
JS0760010033,中山區,明水路,茄苳,2.27,4.9,True,0.0037830782220883,P,-24.0,,D級,0.0,13.0,121.53975686251384,25.077679799048383,False,,,,,,,
JS0760010034,中山區,明水路,茄苳,2.65,5.5,True,0.0089680582651478,P,-17.0,,D級,0.0,8.0,121.5396766887546,25.07768460459951,False,,,,,,,
JS0760010035,中山區,明水路,茄苳,2.42,5.5,True,0.004432090592122,P,-16.0,,D級,0.0,13.0,121.5396238652702,25.077687324506513,False,,,,,,,
JS0760010036,中山區,明水路,茄苳,4.7,7.1,True,0.0087210862720906,P,-28.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,13.0,121.53956241775424,25.077690075745632,False,,,,,,,
JS0760010037,中山區,明水路,茄苳,1.57,4.1,True,0.0076124603777473,P,-21.0,,D級,8.0,28.0,121.53950663430795,25.07769596618171,False,,,,,,,
JS0760010038,中山區,明水路,茄苳,2.55,4.6,True,0.0086337580633049,P,-18.0,,D級,0.0,13.0,121.53943784269988,25.0776967578975,False,,,,,,,
JS0760010039,中山區,明水路,茄苳,2.77,4.8,True,0.0067373931253087,P,-19.0,,D級,0.0,28.0,121.5393870021344,25.07769956079384,False,,,,,,,
JS0760010040,中山區,明水路,茄苳,2.88,5.3,True,0.0049701154060666,P,-16.0,,D級,0.0,8.0,121.53933021158632,25.077701843611564,False,,,,,,,
JS0760010041,中山區,明水路,白千層,6.27,10.4,True,0.0026305604788001,P,-30.0,根領與主幹相接處有腐朽，腐朽範圍佔該位置點圓周>1/4,D級,0.0,28.0,121.54276158657208,25.077397820357735,False,,,,,,,
JS0760010042,中山區,明水路,白千層,6.3,11.5,True,0.0045041606898543,P,-29.0,根領與主幹相接處有腐朽，腐朽範圍佔該位置點圓周>1/4,D級,0.0,33.0,121.54281995574858,25.077393905411288,False,,,,,,,
JS0760010043,中山區,明水路,茄苳,3.38,10.4,True,0.0050551170469197,P,-25.0,,D級,0.0,13.0,121.54408084491244,25.07732212023987,False,,,,,,,
JS0760010044,中山區,明水路,茄苳,3.18,9.6,True,0.0035378632585913,P,-19.0,,D級,0.0,23.0,121.54410290940194,25.07731283077046,False,,,,,,,
JS0760010045,中山區,明水路,楓香,2.65,7.7,True,0.0077594122232744,P,-13.0,,D級,0.0,8.0,121.55186187626066,25.077981509133405,False,,,,,,,
JS0760010046,中山區,明水路,茄苳,2.43,5.4,True,0.0035702279439052,P,-27.0,種植範圍土壤面積不足,D級,0.0,13.0,121.55213071008424,25.080323730895714,False,,,,,,,
JS0760010047,中山區,明水路,茄苳,6.08,10.4,True,0.0060936132568444,P,-28.0,種植範圍土壤面積不足,D級,0.0,18.0,121.552116241906,25.080369015073455,False,,,,,,,
JS0760010048,中山區,明水路,茄苳,6.48,11.7,True,0.0047444834949657,P,-27.0,種植範圍土壤面積不足,D級,0.0,8.0,121.55191083735586,25.080942426024112,False,,,,,,,
JS0760010049,中山區,明水路,茄苳,4.6,11.0,True,0.0043256652924784,P,-30.0,種植範圍土壤面積不足,D級,0.0,23.0,121.5517865381961,25.08129868225177,False,,,,,,,
JS0760010050,中山區,明水路,茄苳,5.7,11.4,True,0.0087714546213167,P,,,,0.0,18.0,121.55116401398188,25.083051888419405,False,,,,,,,
JS0760010052,中山區,明水路,楓香,1.6,5.9,True,0.0017503222554567,P,-17.0,,D級,0.0,18.0,121.5520235084778,25.08024811378711,False,,,,,,,
JS0760010053,中山區,明水路,垂榕,3.42,8.2,True,0.0030800061932381,P,,,,0.0,23.0,121.5519688962504,25.08040477240437,False,,,,,,,
JS0760010054,中山區,明水路,楓香,1.37,5.7,True,0.0050970790821636,P,-13.0,,D級,0.0,13.0,121.55195055186071,25.08044781397889,False,,,,,,,
JS0760010055,中山區,明水路,楓香,1.33,5.3,True,0.0067340834463724,P,-14.0,,D級,0.0,23.0,121.5518864587372,25.080634571112157,False,,,,,,,
JS0760010056,中山區,明水路,楓香,1.82,7.2,True,0.00179590030223,P,-17.0,,D級,0.0,18.0,121.55186511737992,25.08069459648747,False,,,,,,,
JS0760010057,中山區,明水路,楓香,1.52,6.7,True,0.0056311671810018,P,-25.0,,D級,0.0,38.0,121.55179794655037,25.08088037194264,False,,,,,,,
JS0760010059,中山區,明水路,大花紫薇,0.88,4.0,True,0.0027046795546195,P,,,,0.0,78.0,121.54517080918971,25.077445777061453,False,,,,,,,
JS0760010060,中山區,明水路,大花紫薇,1.02,5.0,True,0.0034847266995901,P,-25.0,,D級,0.0,63.0,121.5453409937556,25.07744163094164,False,,,,,,,
JS0760010061,中山區,明水路,大花紫薇,1.22,4.4,True,0.0027807253694741,P,,,,0.0,83.0,121.54562911959498,25.077432717656293,False,,,,,,,
JS0760010062,中山區,明水路,大花紫薇,0.98,3.6,True,0.0035740485779562,P,-24.0,,D級,0.0,73.0,121.54569126788418,25.07743158637663,False,,,,,,,
JS0760010063,中山區,明水路,大花紫薇,1.38,4.3,True,0.0064306498035549,P,-21.0,,D級,0.0,63.0,121.5457482611957,25.07743038374523,False,,,,,,,
JS0760010064,中山區,明水路,大花紫薇,1.27,4.6,True,0.0049158466198093,P,-23.0,,D級,0.0,18.0,121.54581436653488,25.077427432259395,False,,,,,,,
JS0760010065,中山區,明水路,大花紫薇,1.3,3.3,True,0.0054189348098144,P,-23.0,,D級,0.0,63.0,121.54587265368995,25.07742739846548,False,,,,,,,
JS0760010066,中山區,明水路,大花紫薇,1.65,4.5,True,0.0066444400869538,P,-26.0,,D級,0.0,13.0,121.54593548785058,25.077424458956312,False,,,,,,,
JS0760010067,中山區,明水路,大花紫薇,1.18,3.9,True,0.0047719043459428,P,-22.0,,D級,0.0,23.0,121.54645267994866,25.077411360981493,False,,,,,,,
JS0760010068,中山區,明水路,大花紫薇,1.32,4.2,True,0.0104475795091925,P,-21.0,,D級,0.0,48.0,121.54667142912574,25.07740540948662,False,,,,,,,
JS0760010069,中山區,明水路,大花紫薇,0.87,2.8,True,0.0057252251371708,P,-23.0,樹冠受機械危害嚴重，面積超過60%樹冠,D級,0.0,23.0,121.54738636333116,25.077388239449487,False,,,,,,,
JS0760010070,中山區,明水路,大花紫薇,0.8,3.5,True,0.00779499923636,P,-17.0,,D級,0.0,33.0,121.54743968971908,25.07738723025284,False,,,,,,,
JS0760010071,中山區,明水路,大花紫薇,0.87,3.5,True,0.0061332130837939,P,-19.0,,D級,0.0,18.0,121.5482416485468,25.077367929494873,False,,,,,,,
JS0760010072,中山區,明水路,大花紫薇,1.5,4.6,True,0.00451877602026,P,-16.0,,D級,0.0,13.0,121.54866695711604,25.077356788216132,False,,,,,,,
JS0760010073,中山區,明水路,大花紫薇,1.02,3.1,True,0.0046157632326005,P,-17.0,,D級,0.0,13.0,121.54872187391818,25.07735676576236,False,,,,,,,
JS0760010074,中山區,明水路,大花紫薇,1.75,5.2,True,0.0112382089478627,P,-19.0,,D級,0.0,18.0,121.54969361462692,25.07733213482195,False,,,,,,,
JS0760010075,中山區,明水路,大花紫薇,1.6,5.1,True,0.0038315492270184,P,-23.0,,D級,0.0,33.0,121.54981067352776,25.0773296248047,False,,,,,,,
JS0760010076,中山區,明水路,大花紫薇,1.47,4.5,True,0.0026454372174614,P,-18.0,,D級,0.0,23.0,121.5498634006594,25.07732762387531,False,,,,,,,
JS0760010077,中山區,明水路,大花紫薇,1.43,4.6,True,0.0009948240540269943,P,-19.0,,D級,0.0,18.0,121.55017819069823,25.077318602982498,False,,,,,,,
JS0760010078,中山區,明水路,白千層,8.68,14.1,True,0.004571764469583,P,-29.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,38.0,121.5425323564477,25.077657311411073,False,,,,,,,
JS0760010079,中山區,明水路,白千層,11.8,14.6,True,0.0048334335330091,P,-29.0,,D級,0.0,58.0,121.5424933216148,25.077662238943336,False,,,,,,,
JS0760010080,中山區,明水路,白千層,11.2,13.6,True,0.0037196202970196,P,-27.0,,D級,0.0,23.0,121.54245536324964,25.0776640027216,False,,,,,,,
JS0760010081,中山區,明水路,白千層,8.8,14.4,True,0.0048401735780798,P,-27.0,,D級,0.0,28.0,121.54240789110634,25.077666342939597,False,,,,,,,
JS0760010082,中山區,明水路,白千層,8.58,16.7,True,0.0053388340992075,P,-29.0,,D級,0.0,33.0,121.54230094174449,25.077668629626302,False,,,,,,,
JS0760010083,中山區,明水路,白千層,11.45,15.7,True,0.0054637707576666,P,-28.0,根領與主幹相接處有腐朽，腐朽範圍佔該位置點圓周>1/4,D級,0.0,23.0,121.54225665755592,25.07767456935906,False,,,,,,,
JS0760010084,中山區,明水路,白千層,12.88,15.2,True,0.0021877722866327,P,-30.0,,D級,0.0,38.0,121.54221959331086,25.077676781211892,False,,,,,,,
JS0760010085,中山區,明水路,白千層,10.33,14.7,True,0.0078727825177742,P,,,,0.0,33.0,121.54217955367244,25.077678642803217,False,,,,,,,
JS0760010086,中山區,明水路,白千層,7.37,16.3,True,0.0055954127880089,P,-21.0,,D級,0.0,53.0,121.54213861195318,25.077678250671827,False,,,,,,,
JS0760010087,中山區,明水路,白千層,10.9,15.7,True,0.0042115535460502,P,,,,0.0,28.0,121.54210403541306,25.0776826201358,False,,,,,,,
JS0760010088,中山區,明水路,白千層,7.23,10.7,True,0.0091549402076401,P,,,,0.0,28.0,121.54205755412336,25.07768486634264,False,,,,,,,
JS0760010089,中山區,明水路,白千層,11.98,14.3,True,0.0069880702718612,P,,,,0.0,18.0,121.54202019010562,25.07768653755889,False,,,,,,,
JS0760010091,中山區,明水路,白千層,12.2,13.8,True,0.0082751994597199,P,-28.0,枝條生長不均勻，完全偏向,D級,0.0,83.0,121.54194051804988,25.077692696703927,False,,,,,,,
JS0760010092,中山區,明水路,白千層,9.83,12.4,True,0.0045583812721111,P,,,,0.0,43.0,121.5419023554503,25.077693106882514,False,,,,,,,
JS0760010093,中山區,明水路,白千層,12.32,13.0,True,0.005640743669015,P,-25.0,,D級,0.0,33.0,121.54186173454973,25.07769804003989,False,,,,,,,
JS0760010095,中山區,明水路,白千層,10.78,13.4,True,0.0065034677361492,P,,,,0.0,33.0,121.54178590497918,25.07769885853763,False,,,,,,,
JS0760010096,中山區,明水路,白千層,11.07,13.4,True,0.0025331724380216,P,-26.0,,D級,0.0,18.0,121.54174071311776,25.077701280499216,False,,,,,,,
JS0760010097,中山區,明水路,榕樹,9.73,8.6,True,0.0056095033422044,P,-27.0,,D級,0.0,3.0,121.5425714131604,25.077657349203545,False,,,,,,,
JS0760010098,中山區,明水路,白千層,1.73,7.7,True,0.0034038914263073,P,-23.0,,D級,0.0,33.0,121.54940731856004,25.07724002566351,False,,,,,,,
JS0760010099,中山區,明水路,白千層,1.2,5.5,True,0.0096816962822017,P,-19.0,,D級,0.0,18.0,121.54952883887049,25.077237679915843,False,,,,,,,
JS0760010100,中山區,明水路,白千層,3.95,10.5,True,0.0071811282497038,P,-26.0,,D級,0.0,43.0,121.5420571485356,25.077435152575365,False,,,,,,,
JS0760010101,中山區,明水路,白千層,2.55,7.8,True,0.0025699911853259,P,,,,0.0,23.0,121.55041601443452,25.077211280881965,False,,,,,,,
JS0760010102,中山區,明水路,光蠟樹,3.9,11.4,True,0.0068561914061072,P,,,,0.0,38.0,121.55045536551884,25.07721068354841,False,,,,,,,
JS0760010103,中山區,明水路,白千層,6.48,13.7,True,0.0058381344802606,P,-27.0,修枝或創傷後無法癒合產生腐朽,D級,0.0,18.0,121.5405567687972,25.07750824438918,False,,,,,,,
JS0760010104,中山區,明水路,白千層,7.0,11.9,True,0.003272140377138,P,-25.0,,D級,0.0,28.0,121.5400636256736,25.077535318053684,False,,,,,,,
JS0760010105,中山區,明水路,白千層,6.45,12.3,True,0.0100391805870334,P,-25.0,,D級,0.0,18.0,121.53978007977742,25.07754898874225,False,,,,,,,
JS0760010107,中山區,明水路,茄苳,1.4,4.3,True,0.0076024106550292,P,-23.0,種植範圍土壤面積不足,D級,0.0,23.0,121.550966826675,25.084001284140665,False,,,,,,,
JS0760010108,中山區,明水路,楓香,1.53,5.9,True,0.0050632580868477,P,-15.0,,D級,0.0,48.0,121.55135903397732,25.08504933364556,False,,,,,,,
JS0760010109,中山區,明水路,楓香,2.28,6.6,True,0.0049756890812226,P,-20.0,,D級,0.0,18.0,121.55149795736496,25.08516807741061,False,,,,,,,
JS0760010110,中山區,明水路,楓香,0.95,5.6,True,0.0056013689685542,P,-17.0,,D級,0.0,58.0,121.55153565525308,25.085196194971363,False,,,,,,,
JS0760010111,中山區,明水路,楓香,4.07,12.7,True,0.0060546021590947,P,-25.0,,D級,0.0,13.0,121.55188482225574,25.085398749235974,False,,,,,,,
JS0760010112,中山區,明水路,楓香,1.37,5.4,True,0.0032953612010183,P,-17.0,,D級,0.0,48.0,121.55203330597756,25.085460670751967,False,,,,,,,
JS0760010113,中山區,明水路,白千層,13.9,13.5,True,0.0049499393008995,P,,,,0.0,38.0,121.54050304569316,25.077780183714268,True,3052,白千層,Melaleuca cajuputi cumingiana,0.82,2.57,公共場所,臺北市政府工務局水利工程處
JS0760010114,中山區,明水路,白千層,10.25,12.7,True,0.0026650906546863,P,,,,0.0,18.0,121.54053147408378,25.077775295331,False,,,,,,,
JS0760010115,中山區,明水路,白千層,13.45,12.9,True,0.0009185965858645398,P,,,,0.0,53.0,121.5406615919152,25.07776669618442,True,4226,白千層,Melaleuca cajuputi cumingiana,0.81,2.53,nan,臺北市政府工務局水利工程處(臺北市政府工務局公園路燈工程管理處代管)
JS0760010116,中山區,明水路,白千層,15.2,14.4,True,0.0063674922188898,P,-26.0,,D級,0.0,13.0,121.54073204530368,25.077760571309867,True,3053,白千層,Melaleuca cajuputi cumingiana,0.88,2.76,公共場所,臺北市政府工務局水利工程處
JS0760010117,中山區,明水路,白千層,4.22,9.8,True,0.0026916551499161,P,-12.0,根領與主幹相接處有腐朽，腐朽範圍佔該位置點圓周>1/4,D級,0.0,18.0,121.5411028897082,25.077739177580344,True,1882,樟,Cinnamomum camphora (L.) Presl,1.01,3.16,學校,臺北市立北安國民中學
JS0760010118,中山區,明水路,白千層,3.67,7.6,True,0.0033571837232429,P,,,,0.0,13.0,121.54117009369786,25.077738029760077,False,,,,,,,
JS0760010119,中山區,明水路,白千層,4.47,9.3,True,0.0076984001514813,P,-29.0,,D級,0.0,23.0,121.54124284084716,25.077735056090187,False,,,,,,,
JS0760010120,中山區,明水路,白千層,5.47,11.8,True,0.0040709104137668,P,-28.0,,D級,0.0,38.0,121.54127484014052,25.077730696225046,False,,,,,,,
JS0760010121,中山區,明水路,白千層,13.53,12.0,True,0.0058137904001851,P,-30.0,,D級,0.0,13.0,121.54135253726868,25.07772625996525,False,,,,,,,
JS0760010122,中山區,明水路,白千層,8.23,10.5,True,0.0039388002329924,P,,,,0.0,48.0,121.54140109906233,25.07772373554905,True,4227,榕,Ficus microcarpa L. f.,0.81,2.55,nan,臺北市立北安國民中學(臺北市政府工務局公園路燈工程管理處代管)
JS0760010123,中山區,明水路,白千層,8.22,9.7,True,0.0044810844310611,P,-24.0,,D級,0.0,18.0,121.54144203087228,25.077721870912836,False,,,,,,,
JS0760010125,中山區,明水路,白千層,10.08,11.4,True,0.0096798288421604,P,,,,0.0,23.0,121.54150891999366,25.077716751755545,False,,,,,,,
JS0760011001,中山區,明水路,茄苳,13.0,7.4,True,0.0119562411275435,P,-26.0,,D級,0.0,13.0,121.54003950310924,25.077663062164294,False,,,,,,,
JS0760011002,中山區,明水路,茄苳,18.0,9.5,True,0.0051808930284508,P,-26.0,,D級,0.0,28.0,121.54007240486943,25.077661046562156,False,,,,,,,
JS0760011003,中山區,明水路,茄苳,17.0,9.1,True,0.0010182768535255,P,-24.0,,D級,3.0,18.0,121.54017449193908,25.077657605532988,False,,,,,,,
JS0760011004,中山區,明水路,印度橡膠樹,21.0,8.7,True,0.005558505870808,P,,,,0.0,53.0,121.540237616255,25.077652952051423,False,,,,,,,
JS0760011005,中山區,明水路,茄苳,25.0,8.1,True,0.0071832270668473,P,,,,0.0,23.0,121.54031037091394,25.07765169413718,False,,,,,,,
JS0760011006,中山區,明水路,茄苳,31.0,8.5,True,0.0079059031534116,P,,,,0.0,53.0,121.5403756704607,25.077645768754376,False,,,,,,,
JS0760011007,中山區,明水路,茄苳,23.0,6.9,True,0.0049361337987388,P,,,,0.0,48.0,121.54042275129284,25.077644604254623,False,,,,,,,
JS0760011008,中山區,明水路,茄苳,23.0,8.8,True,0.0050490735218643,P,-25.0,,D級,0.0,28.0,121.54051145583152,25.07764112143962,False,,,,,,,
JS0760011009,中山區,明水路,茄苳,22.0,7.5,True,0.0057900849857326,P,-24.0,,D級,0.0,33.0,121.54057934494446,25.07763798522609,False,,,,,,,
JS0760011010,中山區,明水路,茄苳,30.0,8.3,True,0.0041371392260539,P,-22.0,,D級,0.0,18.0,121.5408423590088,25.077621498856857,False,,,,,,,
JS0760011011,中山區,明水路,茄苳,22.0,7.4,True,0.0072184248591472,P,-26.0,,D級,0.0,13.0,121.5408876511808,25.077619347644276,False,,,,,,,
JS0760011012,中山區,明水路,茄苳,14.0,8.0,True,0.0095017305244608,P,-24.0,,D級,0.0,18.0,121.54095037536716,25.077613882795685,False,,,,,,,
JS0760011013,中山區,明水路,茄苳,18.0,6.84,True,0.002814523338872,,,,,0.0,0.0,121.54088467579358,25.077618997365963,False,,,,,,,
JS0760011014,中山區,明水路,茄苳,20.0,7.6,True,0.0083855120308628,P,-23.0,,D級,0.0,13.0,121.54106724175874,25.077612554014515,False,,,,,,,
JS0760011015,中山區,明水路,榕樹,31.0,8.7,True,0.0018693407069006,P,-30.0,,D級,0.0,63.0,121.54117110032765,25.07760621687369,False,,,,,,,
JS0760011016,中山區,明水路,榕樹,17.0,6.8,True,0.0014210128906869,P,,,,0.0,68.0,121.54129180247917,25.077598012628584,False,,,,,,,
JS0760011019,中山區,明水路,榕樹,41.0,15.58,True,0.0007283469635654544,,,,,0.0,0.0,121.5414483975945,25.07759175380021,False,,,,,,,
JS0760011020-001,中山區,明水路,茄苳,6.0,3.0,True,0.0043048713484939,,,,,0.0,0.0,121.54151718315568,25.077589606971205,False,,,,,,,
JS0760011021,中山區,明水路,茄苳,41.0,8.7,True,0.0086901996995532,P,-28.0,,D級,8.0,48.0,121.54202082594972,25.077560774810443,False,,,,,,,
JS0760011022,中山區,明水路,茄苳,19.0,8.6,True,0.0034008884802808,P,-23.0,,D級,3.0,43.0,121.54210507721878,25.077559022631977,False,,,,,,,
JS0760011023,中山區,明水路,茄苳,26.0,9.2,True,0.0050426423153841,P,-24.0,,D級,0.0,33.0,121.5421904861964,25.07755004375453,False,,,,,,,
JS0760011024,中山區,明水路,茄苳,25.0,6.7,True,0.0066471706338426,P,-24.0,,D級,0.0,48.0,121.54223906300776,25.077550949660857,False,,,,,,,
